0,-34368,50,-49982,1000000
1,-34368,35,-34979,35
2,-34368,34,-34370,34
3,-34368,34,-34370,34
4,-34368,46,-46371,34
5,-34368,34,-34370,34
6,-34368,54,-53982,34
7,-34368,46,-46371,34
8,-34368,34,-34370,34
9,-34368,50,-49979,34
10,-34368,50,-49979,34
11,-34368,39,-39373,34
12,-34368,38,-37981,34
13,-34368,34,-34368,34
14,-34368,34,-34370,34
15,-34368,38,-37981,34
16,-34368,50,-49982,34
17,-34368,38,-37981,34
18,-34368,54,-53982,34
19,-34368,46,-46371,34
20,-31370,31,-31370,31
21,-31370,34,-34370,31
22,-31370,34,-34370,31
23,-31370,34,-34368,31
24,-31370,34,-34370,31
25,-31370,43,-43181,31
26,-31370,50,-49982,31
27,-31370,44,-44374,31
28,-31370,51,-51379,31
29,-31370,54,-54182,31
30,-20573,20,-20573,20
31,-20573,37,-37376,20
32,-20573,35,-1035474,20
33,-20573,49,-49178,20
34,-20573,34,-34370,20
35,-20573,50,-49982,20
36,-20573,54,-53982,20
37,-20573,39,-39373,20
38,-20573,44,-44371,20
39,-20573,34,-34370,20
40,-20573,39,-39373,20
41,-20573,39,-39575,20
42,-20573,47,-46980,20
43,-20573,43,-42976,20
44,-20573,38,-37981,20
45,-20573,46,-46371,20
46,-20573,36,-36476,20
47,-20573,34,-34370,20
48,-20573,46,-46179,20
49,-20573,38,-37981,20
50,-20573,34,-34368,20
51,-20573,34,-34370,20
52,-20573,34,-34368,20
53,-20573,50,-49982,20
54,-20573,66,-65980,20
55,-20573,50,-49982,20
56,-20573,34,-34368,20
57,-20573,34,-34370,20
58,-20573,41,-40977,20
59,-20573,34,-34370,20
60,-20573,37,-37376,20
61,-20573,37,-37376,20
62,-20573,39,-39373,20
63,-20573,34,-34370,20
64,-20573,34,-34370,20
65,-20573,43,-43181,20
66,-20573,41,-40981,20
67,-20573,34,-34370,20
68,-20573,38,-37981,20
69,-20573,54,-53982,20
70,-20573,44,-44374,20
71,-20573,34,-34370,20
72,-20573,34,-34370,20
73,-20573,34,-34370,20
74,-20573,34,-34370,20
75,-20573,38,-37981,20
76,-20573,34,-34368,20
77,-20573,34,-34368,20
78,-20573,35,-35378,20
79,-20573,35,-35378,20
80,-20573,34,-34370,20
81,-20573,44,-44571,20
82,-20573,46,-46376,20
83,-20573,39,-39174,20
84,-20573,50,-49982,20
85,-20573,34,-34370,20
86,-20573,31,-31370,20
87,-20573,59,-58987,20
88,-20573,34,-34370,20
89,-20573,34,-34370,20
90,-20573,34,-34370,20
91,-20573,51,-51379,20
92,-20573,34,-34370,20
93,-20573,43,-43172,20
94,-20573,35,-34979,20
95,-20573,32,-32572,20
96,-20573,27,-27368,20
97,-20573,34,-34368,20
98,-20573,34,-34370,20
99,-20573,38,-37981,20
100,-20573,34,-34368,20
101,-20573,34,-34370,20
102,-20573,34,-34370,20
103,-20573,39,-39373,20
104,-20573,34,-34370,20
105,-20573,46,-46371,20
106,-20573,50,-49982,20
107,-20573,38,-37981,20
108,-20573,34,-34370,20
109,-20573,39,-39373,20
110,-20573,50,-49982,20
111,-20573,34,-34370,20
112,-20573,50,-49982,20
113,-20573,42,-42176,20
114,-20573,37,-37376,20
115,-20573,31,-31475,20
116,-20573,29,-29081,20
117,-20573,45,-45675,20
118,-20573,46,-46371,20
119,-20573,39,-39373,20
120,-20573,45,-45289,20
121,-20573,47,-47379,20
122,-20573,47,-47379,20
123,-20573,38,-37981,20
124,-20573,34,-34370,20
125,-20573,34,-34370,20
126,-20573,50,-49982,20
127,-20573,34,-34370,20
128,-20573,34,-34370,20
129,-20573,34,-34370,20
130,-20573,34,-34370,20
131,-20573,34,-34370,20
132,-20573,34,-34368,20
133,-20573,34,-34368,20
134,-20573,41,-41376,20
135,-20573,34,-34370,20
136,-20573,54,-53982,20
137,-20573,34,-34370,20
138,-20573,46,-46371,20
139,-20573,50,-49982,20
140,-20573,34,-34370,20
141,-20573,53,-52980,20
142,-20573,34,-33980,20
143,-20573,34,-34370,20
144,-20573,34,-34370,20
145,-20573,46,-46371,20
146,-20573,46,-46371,20
147,-20573,25,-25566,20
148,-20573,34,-34080,20
149,-20573,47,-47379,20
150,-20573,34,-34370,20
151,-20573,34,-34368,20
152,-20573,38,-1038378,20
153,-20573,50,-49982,20
154,-20573,39,-39373,20
155,-20573,39,-39575,20
156,-20573,50,-49982,20
157,-20573,31,-31370,20
158,-20573,34,-34370,20
159,-20573,34,-34370,20
160,-20573,34,-34370,20
161,-20573,50,-49982,20
162,-20573,37,-37376,20
163,-20573,27,-27469,20
164,-20573,34,-34370,20
165,-20573,34,-34370,20
166,-20573,34,-34370,20
167,-20573,37,-37376,20
168,-20573,39,-39373,20
169,-20573,30,-30576,20
170,-20573,37,-37376,20
171,-20573,37,-37376,20
172,-20573,38,-37981,20
173,-20573,39,-39373,20
174,-20573,34,-34370,20
175,-20573,35,-35378,20
176,-20573,34,-34370,20
177,-20573,40,-40372,20
178,-20573,31,-31276,20
179,-20573,50,-49982,20
180,-20573,51,-51379,20
181,-20573,46,-46181,20
182,-20573,38,-37981,20
183,-20573,44,-44371,20
184,-20573,55,-54979,20
185,-20573,39,-39373,20
186,-20573,34,-34370,20
187,-20573,34,-34370,20
188,-20573,37,-37376,20
189,-20573,51,-51379,20
190,-20573,35,-35378,20
191,-20573,34,-34370,20
192,-20573,31,-31475,20
193,-20573,34,-34370,20
194,-20573,39,-39575,20
195,-20573,47,-47379,20
196,-20573,50,-49982,20
197,-20573,34,-34370,20
198,-20573,34,-34370,20
199,-20573,34,-34370,20
200,-20573,34,-34370,20
201,-20573,37,-37376,20
202,-20573,34,-34370,20
203,-20573,39,-39373,20
204,-20573,54,-53982,20
205,-20573,45,-45289,20
206,-20573,34,-34370,20
207,-20573,52,-52370,20
208,-20573,34,-34370,20
209,-20573,34,-34370,20
210,-20573,46,-46371,20
211,-20573,46,-46371,20
212,-20573,38,-37981,20
213,-20573,44,-44374,20
214,-20573,50,-49982,20
215,-20573,34,-34370,20
216,-20573,53,-52977,20
217,-20573,34,-34370,20
