0,-974,11,-2223,1000000,-178
1,-974,7,-1390,1000000,-178
2,-974,16,-3224,1000000,-178
3,-974,8,-1624,1000000,-178
4,-974,9,-1858,1000000,-178
5,-974,10,-1977,1000000,-178
6,-974,10,-1978,1000000,-178
7,-974,10,-1978,1000000,-178
8,-974,11,-2225,1000000,-178
9,-855,4,-855,1000000,-178
10,-855,18,-3659,1000000,-178
11,-855,10,-2063,1000000,-178
12,-855,10,-1991,1000000,-178
13,-855,12,-2393,1000000,-178
14,-855,20,-1004027,1000000,-178
15,-855,5,-974,1000000,-178
16,-855,12,-2395,1000000,-178
17,-617,3,-617,1000000,-178
18,-617,10,-1977,1000000,-178
19,-617,18,-3622,1000000,-178
20,-617,5,-974,1000000,-178
21,-617,4,-799,1000000,-178
22,-617,10,-2059,1000000,-178
23,-617,8,-1578,1000000,-178
24,-617,14,-2860,1000000,-178
25,-591,3,-591,1000000,-178
26,-591,8,-1578,1000000,-178
27,-591,18,-3621,1000000,-178
28,-591,8,-1578,1000000,-178
29,-591,11,-2195,1000000,-178
30,-591,10,-1001995,1000000,-178
31,-591,7,-1001407,1000000,-178
32,-591,12,-2393,1000000,-178
33,-591,9,-1857,1000000,-178
34,-591,6,-1188,1000000,-178
35,-591,11,-2195,1000000,-178
36,-591,7,-1390,1000000,-178
37,-591,12,-2395,1000000,-178
38,-591,17,-1003407,1000000,-178
39,-591,7,-1423,1000000,-178
40,-591,10,-1977,1000000,-178
41,-591,3,-592,1000000,-178
42,-591,8,-1578,1000000,-178
43,-591,12,-2373,1000000,-178
44,-591,15,-3020,1000000,-178
45,-591,7,-1001407,1000000,-178
46,-591,6,-1188,1000000,-178
47,-591,11,-2225,1000000,-178
48,-591,6,-1001203,1000000,-178
49,-591,16,-3224,1000000,-178
50,-591,2,-1000420,1000000,-178
51,-591,9,-1805,1000000,-178
52,-591,5,-974,1000000,-178
53,-591,6,-1257,1000000,-178
54,-591,13,-2624,1000000,-178
55,-591,9,-1001807,1000000,-178
56,-591,5,-1054,1000000,-178
57,-591,7,-1404,1000000,-178
58,-591,10,-1977,1000000,-178
59,-591,10,-1977,1000000,-178
60,-591,6,-1223,1000000,-178
61,-591,8,-1654,1000000,-178
62,-591,13,-2624,1000000,-178
63,-591,7,-1375,1000000,-178
64,-591,21,-4224,1000000,-178
65,-591,4,-819,1000000,-178
66,-591,4,-789,1000000,-178
67,-591,9,-1001823,1000000,-178
68,-591,6,-1183,1000000,-178
69,-591,12,-2395,1000000,-178
70,-591,9,-1795,1000000,-178
71,-591,7,-1462,1000000,-178
72,-591,9,-1001806,1000000,-178
73,-591,12,-2393,1000000,-178
74,-591,12,-2395,1000000,-178
75,-591,6,-1259,1000000,-178
76,-591,3,-651,1000000,-178
77,-591,15,-3022,1000000,-178
78,-591,7,-1001382,1000000,-178
79,-591,9,-1792,1000000,-178
80,-591,4,-1000803,1000000,-178
81,-591,9,-1789,1000000,-178
82,-417,2,-417,1000000,-178
83,-417,20,-4025,1000000,-178
84,-417,12,-2393,1000000,-178
85,-417,18,-3618,1000000,-178
86,-417,6,-1195,1000000,-178
87,-417,3,-624,1000000,-178
88,-417,8,-1001624,1000000,-178
89,-417,2,-417,1000000,-178
90,-417,8,-1578,1000000,-178
91,-417,10,-1991,1000000,-178
92,-417,8,-1596,1000000,-178
93,-417,9,-1001820,1000000,-178
94,-417,7,-1423,1000000,-178
95,-417,10,-1991,1000000,-178
96,-417,9,-1858,1000000,-178
97,-417,13,-2624,1000000,-178
98,-417,13,-2624,1000000,-178
99,-417,4,-789,1000000,-178
100,-417,10,-1978,1000000,-178
101,-417,10,-1994,1000000,-178
102,-417,19,-3793,1000000,-178
103,-417,12,-2461,1000000,-178
104,-417,15,-3022,1000000,-178
105,-417,11,-1002222,1000000,-178
106,-417,9,-1805,1000000,-178
107,-417,20,-4024,1000000,-178
108,-417,6,-1223,1000000,-178
109,-417,9,-1001824,1000000,-178
110,-417,11,-2225,1000000,-178
111,-417,14,-2823,1000000,-178
112,-417,4,-790,1000000,-178
113,-417,7,-1001407,1000000,-178
114,-417,8,-1578,1000000,-178
115,-417,7,-1001407,1000000,-178
116,-417,15,-3061,1000000,-178
117,-417,5,-1001027,1000000,-178
118,-417,7,-1390,1000000,-178
119,-417,20,-4061,1000000,-178
120,-417,12,-2393,1000000,-178
121,-417,7,-1001382,1000000,-178
122,-417,8,-1578,1000000,-178
123,-18,0,-18,0,-178
124,-18,10,-1977,0,-178
125,-18,6,-1257,0,-178
126,-18,10,-1002065,0,-178
127,-18,11,-2196,0,-178
128,-18,7,-1462,0,-178
129,-18,7,-1423,0,-178
130,-18,3,-617,0,-178
131,-18,5,-1001025,0,-178
132,-18,7,-1423,0,-178
133,-18,8,-1660,0,-178
134,-18,4,-855,0,-178
135,-18,8,-1596,0,-178
136,-18,13,-2624,0,-178
137,-18,16,-3219,0,-178
138,-18,10,-1977,0,-178
139,-18,7,-1458,0,-178
140,-18,18,-3618,0,-178
141,-18,10,-1991,0,-178
142,-18,18,-3621,0,-178
143,-18,10,-1978,0,-178
144,-18,13,-2624,0,-178
145,-18,11,-2225,0,-178
146,-18,8,-1624,0,-178
147,-18,6,-1221,0,-178
148,-18,10,-2063,0,-178
149,-18,12,-2374,0,-178
150,-18,6,-1197,0,-178
151,-18,7,-1390,0,-178
152,-18,16,-3224,0,-178
153,-18,7,-1423,0,-178
154,-18,10,-1977,0,-178
155,-18,9,-1001820,0,-178
156,-18,16,-3184,0,-178
157,-18,9,-1805,0,-178
158,-18,10,-1977,0,-178
159,-18,10,-1977,0,-178
160,-18,5,-1001017,0,-178
161,-18,10,-1977,0,-178
