0,-4878,4,-1007684,4
1,-4878,8,-11682,4
2,-4878,2,-1003782,2
3,-4878,5,-7085,2
4,-4878,11,-1013891,2
5,-4878,6,-1008490,2
6,-4878,9,-10083,2
7,-4878,4,-5680,2
8,-4878,4,-1006383,2
9,-4878,11,-13089,2
10,-4878,1,-1004586,1
11,-4878,3,-1006692,1
12,-4878,5,-1008786,1
13,-4878,5,-2006990,1
14,-4878,3,-1006488,1
15,-4878,4,-7486,1
16,-4878,4,-1006588,1
17,-4878,0,-2002387,0
18,-4878,7,-2009994,0
19,-4878,7,-1010682,0
20,-4878,6,-1010390,0
21,-4878,7,-9282,0
22,-4878,4,-6181,0
23,-4878,4,-1006291,0
24,-4878,10,-1011585,0
25,-4878,13,-16085,0
26,-4878,0,-1003389,0
27,-4878,5,-1008088,0
28,-4878,5,-7777,0
29,-4878,2,-1004990,0
30,-4483,3,-4483,0
31,-4483,4,-7080,0
32,-4483,7,-2010796,0
33,-4483,5,-6285,0
34,-4483,12,-1014788,0
35,-4483,6,-11886,0
36,-4483,6,-1007588,0
37,-4483,3,-1006187,0
38,-4483,4,-1006385,0
39,-4483,8,-9388,0
40,-4483,6,-1007391,0
41,-4483,8,-9988,0
42,-4483,6,-1008688,0
43,-4483,4,-1007386,0
44,-4271,2,-4271,0
45,-4271,10,-1013189,0
46,-4271,4,-7085,0
47,-4271,1,-2002388,0
48,-4271,2,-1002688,0
49,-4271,13,-3016597,0
50,-4271,5,-1006787,0
51,-4271,6,-1009092,0
52,-4271,4,-1007788,0
53,-4271,7,-10475,0
54,-4271,5,-7982,0
55,-4271,2,-1006693,0
56,-4271,13,-2015895,0
57,-4271,4,-1006886,0
58,-4271,4,-1009591,0
59,-4271,6,-8683,0
60,-4271,10,-1013790,0
61,-4271,2,-4486,0
62,-3485,2,-3485,0
63,-3485,3,-1006086,0
64,-3485,4,-8087,0
65,-3485,1,-1004084,0
66,-3485,5,-2009587,0
67,-3485,4,-1006386,0
68,-3485,4,-1007084,0
69,-3485,2,-1002990,0
70,-3485,11,-13491,0
71,-3485,6,-9084,0
72,-3485,8,-1011683,0
73,-3485,0,-1004085,0
74,-3485,8,-1010686,0
75,-3485,10,-1012883,0
76,-3485,4,-1007188,0
77,-3485,11,-1014394,0
78,-3485,3,-5477,0
79,-3485,13,-1015590,0
80,-3485,8,-9690,0
81,-3485,9,-9781,0
82,-3485,6,-2010395,0
83,-3485,5,-1009187,0
84,-3485,13,-13989,0
85,-3485,12,-1015683,0
86,-3485,3,-1004986,0
87,-3485,9,-1011189,0
88,-3485,1,-1004289,0
89,-3485,9,-12587,0
90,-3485,9,-1013690,0
91,-3485,5,-1008485,0
92,-3485,11,-2014898,0
93,-3485,7,-1011091,0
94,-3485,6,-1007887,0
95,-3485,5,-1007486,0
96,-3485,5,-7477,0
97,-3485,6,-6887,0
98,-3485,7,-2012188,0
99,-3485,7,-10991,0
100,-3485,8,-1011291,0
101,-3485,5,-7287,0
102,-3485,4,-1005991,0
103,-3485,1,-1003385,0
104,-3485,10,-12184,0
105,-3485,7,-8281,0
106,-3485,1,-1006284,0
107,-3485,7,-10877,0
108,-3485,2,-4979,0
109,-3485,6,-9489,0
110,-3485,4,-1007392,0
111,-3485,11,-14483,0
112,-3485,2,-1005388,0
113,-3485,2,-5682,0
114,-3485,11,-1014693,0
115,-3485,5,-7777,0
116,-3485,6,-1008884,0
117,-3485,6,-9682,0
118,-3485,9,-1011492,0
119,-3485,7,-1009890,0
120,-3485,2,-1004085,0
121,-3485,9,-2011991,0
122,-3485,7,-10986,0
123,-3485,2,-2003995,0
124,-3485,11,-1014991,0
125,-3485,5,-1008287,0
126,-3485,5,-1010191,0
127,-3485,4,-1005489,0
128,-3485,9,-10685,0
129,-3485,6,-1007093,0
130,-3485,4,-6978,0
131,-3485,0,-1003691,0
132,-3485,2,-1006088,0
133,-3485,9,-2012996,0
134,-3485,8,-1009492,0
135,-3485,9,-1011489,0
136,-3485,10,-1013481,0
137,-3485,10,-1012793,0
138,-3485,11,-1013489,0
139,-3485,8,-1010087,0
140,-3485,10,-1013491,0
141,-3485,9,-1010687,0
142,-3485,9,-2012790,0
143,-3485,6,-1008585,0
144,-3485,5,-1007394,0
145,-3485,8,-11084,0
146,-3485,3,-5881,0
147,-3485,1,-1003686,0
148,-3485,2,-1003082,0
149,-3485,0,-2001390,0
150,-3485,8,-9983,0
151,-3485,4,-6479,0
152,-3485,6,-1006589,0
153,-3485,2,-1005883,0
154,-3485,3,-1006187,0
155,-3485,5,-1009289,0
156,-3485,4,-1005285,0
157,-3485,11,-1014792,0
158,-3485,3,-1005893,0
159,-3485,3,-1006684,0
160,-3485,8,-9891,0
161,-3485,6,-1007093,0
162,-3485,5,-7884,0
163,-3485,7,-2008291,0
164,-3485,7,-9579,0
165,-3485,8,-1008887,0
166,-3485,9,-1012088,0
167,-3485,7,-8678,0
168,-3485,7,-2008497,0
169,-3485,5,-1006787,0
170,-3485,2,-5480,0
171,-3485,5,-2008787,0
172,-3485,3,-5282,0
173,-3485,6,-1009490,0
174,-3485,9,-2012091,0
175,-3485,6,-1008290,0
176,-3485,3,-2004287,0
177,-3485,13,-2017391,0
178,-3485,6,-9882,0
179,-3485,1,-1003583,0
180,-3485,4,-7082,0
181,-3485,11,-2015393,0
182,-3485,3,-6583,0
183,-3485,3,-4980,0
184,-3485,8,-10181,0
185,-3485,10,-1013288,0
186,-3485,4,-6984,0
187,-3485,12,-1015482,0
188,-3485,7,-9588,0
189,-3485,8,-10483,0
190,-3485,11,-1014593,0
191,-3485,5,-7777,0
192,-3485,9,-3012899,0
193,-3485,3,-2005689,0
194,-3485,2,-5779,0
195,-3485,4,-1006488,0
196,-3485,8,-1009690,0
197,-3485,7,-1010189,0
