0,-1000000,38,-3047228,38
1,-1000000,94,-1102813,38
2,-1000000,54,-1061714,38
3,-1000000,93,-3100929,38
4,-1000000,80,-2089422,38
5,-1000000,81,-1090614,38
6,-1000000,71,-2080423,38
7,-1000000,49,-1057525,38
8,-89923,82,-89923,38
9,-89923,103,-2110328,38
10,-89923,51,-1058920,38
11,-89923,51,-2059520,38
12,-89923,48,-1056409,38
13,-89923,67,-2076424,38
14,-89923,68,-1077220,38
15,-89923,93,-2100923,38
16,-89923,54,-2062614,38
17,-89923,80,-2088517,38
18,-89923,62,-1071514,38
19,-89923,53,-1060923,38
20,-89923,88,-2096531,38
21,-50920,41,-50920,38
22,-50920,90,-2097023,38
23,-50920,51,-2059720,38
24,-50920,39,-2048126,38
25,-50920,27,-2035322,27
26,-50920,41,-1050710,27
27,-50920,51,-2059823,27
28,-50920,51,-2060317,27
29,-50920,93,-3101825,27
30,-50920,69,-3077329,27
31,-50920,59,-3065330,27
32,-50920,51,-1058920,27
33,-50920,60,-3069835,27
34,-50920,75,-2084122,27
35,-41412,32,-41412,27
36,-41412,64,-1073314,27
37,-41412,43,-50017,27
38,-41412,73,-3081425,27
39,-41412,42,-2050211,27
40,-41412,81,-5088537,27
41,-41412,65,-2076322,27
42,-41412,63,-1069031,27
43,-41412,34,-1040828,27
44,-41412,61,-3069424,27
45,-41412,79,-88311,27
46,-41412,40,-2048818,27
47,-41412,105,-2112919,27
48,-41412,75,-2080323,27
49,-41412,78,-1086520,27
50,-41412,37,-1044112,27
51,-41412,51,-2059823,27
52,-41412,69,-2077514,27
53,-41412,61,-2070222,27
54,-41412,60,-1068314,27
55,-41412,72,-1079123,27
56,-41412,70,-2077519,27
57,-41412,51,-2060518,27
58,-41412,93,-99313,27
59,-41412,67,-1076214,27
60,-41412,73,-2081919,27
61,-41412,50,-2058422,27
62,-41412,55,-1063222,27
63,-41412,65,-2073219,27
64,-41412,51,-2059520,27
65,-41412,79,-2088124,27
66,-41412,92,-2098020,27
67,-41412,50,-1058021,27
68,-41412,55,-1063422,27
69,-41412,88,-2096416,27
70,-41412,55,-2064031,27
71,-41412,89,-2096819,27
72,-41412,79,-1085630,27
73,-41412,81,-2090118,27
74,-41412,81,-2090716,27
75,-41412,56,-2066118,27
76,-41412,64,-1072520,27
77,-41412,47,-1054124,27
78,-41412,79,-1088415,27
79,-41412,81,-4088927,27
80,-41412,70,-1077717,27
81,-41412,51,-2059823,27
82,-41412,68,-1074921,27
83,-41412,78,-2087920,27
84,-41412,57,-1066522,27
85,-41412,47,-2055622,27
86,-41412,75,-3081729,27
87,-41412,88,-1096121,27
88,-41412,59,-1066118,27
89,-41412,93,-1101419,27
90,-41412,69,-1073619,27
91,-41412,77,-1085118,27
92,-41412,49,-3057337,27
93,-41412,58,-2067724,27
94,-41412,105,-2112714,27
95,-41412,88,-1094125,27
96,-41412,75,-2083423,27
97,-41412,90,-3098419,27
98,-41412,81,-1088420,27
99,-41412,63,-1069619,27
100,-41412,61,-2069823,27
101,-41412,34,-1041628,27
102,-41412,54,-1061517,27
103,-41412,59,-2068028,27
104,-41412,90,-1095625,27
105,-41412,53,-2061425,27
106,-41412,35,-43827,27
107,-41412,74,-2082324,27
108,-41412,59,-2067016,27
109,-41412,73,-2079626,27
110,-41412,81,-4089929,27
111,-41412,27,-2035322,27
112,-41412,78,-1086520,27
113,-41412,58,-1066917,27
114,-41412,69,-2076518,27
115,-41412,59,-1065218,27
